Protein,Interaction,Drug,Scores
TDP1,PD,D02217,0.6783
TDP1,PD,D08205,0.6707
TDP1,PD,D01552,0.6402
TDP1,PD,D00059,0.6379
TDP1,PD,D00351,0.6356
TDP1,PD,D00919,0.6304
TDP1,PD,D01653,0.6266
TDP1,PD,D00633,0.6243
TDP1,PD,D00282,0.6224
TDP1,PD,D02601,0.6182
TDP1,PD,D00913,0.6173
TDP1,PD,D05819,0.613
TDP1,PD,D00882,0.602
TMPRSS2,PD,D00043,0.8185
TMPRSS2,PD,D07606,0.7044
TMPRSS2,PD,D00160,0.65
TNK2,PD,D08279,0.8787
TNK2,PD,D08552,0.775
TNK2,PD,D09731,0.6972
TNK2,PD,D08950,0.6413
TNK2,PD,D03252,0.6282
TOP2A,PD,D03414,0.696
TOP2A,PD,D04067,0.6494
TPP2,PD,D00043,0.7825
TPP2,PD,D07606,0.6735
TPP2,PD,D00160,0.6215
TPSAB1,PD,D00043,0.8371
TPSAB1,PD,D07606,0.7206
TPSAB1,PD,D00160,0.665
TRPV6,PD,D00437,0.7178
TRPV6,PD,D07447,0.7048
TRPV6,PD,D00332,0.7025
TRPV6,PD,D01908,0.6718
TRPV6,PD,D00618,0.6633
TRPV6,PD,D00354,0.6504
TRPV6,PD,D00629,0.6305
TRPV6,PD,D00542,0.6177
TRPV6,PD,D00319,0.6105
TUBB,PD,D08679,1
TUBB,PD,D08675,0.9906
TUBB,PD,D02197,0.969
TUBB,PD,D08680,0.9115
TUBB,PD,D00570,0.9088
TUBB,PD,D01068,0.898
TUBB,PD,D06304,0.8823
TUBB,PD,D05529,0.8753
TUBB,PD,D01935,0.8659
TUBB,PD,D07866,0.8578
TUBB,PD,D01769,0.8307
TUBB,PD,D00491,0.8176
TUBB,PD,D05333,0.8123
TUBB,PD,D02165,0.8073
TUBB,PD,D06308,0.7936
TUBB,PD,D10030,0.7689
TUBB,PD,D04864,0.7656
TUBB,PD,D06307,0.7577
TUBB,PD,D10029,0.7573
TUBB,PD,D08914,0.7528
TUBB,PD,D06306,0.7503
TUBB,PD,D06309,0.6972
TUBB,PD,D06305,0.6878
TUBB,PD,D09032,0.6076
TUBB3,PD,D08679,0.9577
TUBB3,PD,D08675,0.8926
TUBB3,PD,D02197,0.8692
TUBB3,PD,D08680,0.8194
TUBB3,PD,D00570,0.817
TUBB3,PD,D01068,0.8102
TUBB3,PD,D06304,0.7958
TUBB3,PD,D05529,0.7853
TUBB3,PD,D01935,0.781
TUBB3,PD,D07866,0.7729
TUBB3,PD,D01769,0.7498
TUBB3,PD,D00491,0.7372
TUBB3,PD,D05333,0.7337
TUBB3,PD,D02165,0.7288
TUBB3,PD,D10030,0.6943
TUBB3,PD,D04864,0.6914
TUBB3,PD,D10029,0.6838
TUBB3,PD,D08914,0.6801
TXK,PD,D05399,0.781
TXK,PD,D08950,0.7659
TXK,PD,D03252,0.6572
TXK,PD,D08279,0.6403
TXK,PD,D03658,0.6021
TYK2,PD,D08552,0.9044
TYK2,PD,D08279,0.6775
TYRO3,PD,D08279,0.7328
ULK1,PD,D08552,0.6273
USP2,PD,D00282,0.625
WEE1,PD,D08279,0.6012
